presenter_name,presenter_institution,presentation_title,session_title,session_description
Brian McNely,University of Kentucky,"Archives, Affects, Ambience","Cultivating Compositional Rhythms, Intensities, Movements",Four unique approaches to writing and rhetorics cultivate new disciplinary knowledge while remaining rooted in personal interests and cares.
Haley Delgado,Washington State University,Inclusive Language and Personal Experience in Academic Writing,"""Between belongingness and otherness"": Identity, Writing Workshops, and the New Demographic This panel shares the theoretical and practical application of a writing workshop series used to support basic writing across the curriculum.",NA
Rachel Sanchez,Washington State University,Identification and Representation in Undergraduate Writing Workshops,"""Between belongingness and otherness"": Identity, Writing Workshops, and the New Demographic This panel shares the theoretical and practical application of a writing workshop series used to support basic writing across the curriculum.",NA
Jonathan Torres,Washington State University,Writing and Feedback: A Dialogue of Identity,"""Between belongingness and otherness"": Identity, Writing Workshops, and the New Demographic This panel shares the theoretical and practical application of a writing workshop series used to support basic writing across the curriculum.",NA
Michele Eodice,University of Oklahoma,NA,Cultivating Capacity: Developing Research-Based Support for Graduate and Faculty Writers,This session will model data-driven strategies for supporting graduate and faculty writers and for fostering on-campus cultures of writing.
Erin Harrington,University of Rhode Island,NA,Cultivating Capacity: Developing Research-Based Support for Graduate and Faculty Writers,This session will model data-driven strategies for supporting graduate and faculty writers and for fostering on-campus cultures of writing.
Shannon Madden,University of Rhode Island,NA,Cultivating Capacity: Developing Research-Based Support for Graduate and Faculty Writers,This session will model data-driven strategies for supporting graduate and faculty writers and for fostering on-campus cultures of writing.
Sandra Tarabochia,University of Oklahoma,NA,Cultivating Capacity: Developing Research-Based Support for Graduate and Faculty Writers,This session will model data-driven strategies for supporting graduate and faculty writers and for fostering on-campus cultures of writing.
Candace Epps-Robertson,Old Dominion University NA,NA,Cultivating Capacity: Developing Research-Based Support for Graduate and Faculty Writers,This session will model data-driven strategies for supporting graduate and faculty writers and for fostering on-campus cultures of writing.
RenÃ© De los Santos,Universidad AutÃ³noma de Baja California,NA,Revealing the Educational Experiences and Needs of Los Otros DREAMers,"Presentation of initial results from a CCCC research initiative study of ""Otros Dreamers"" literacy backgrounds."
Aida Cortes,Universidad AutÃ³noma de Baja California,NA,Revealing the Educational Experiences and Needs of Los Otros DREAMers,"Presentation of initial results from a CCCC research initiative study of ""Otros Dreamers"" literacy backgrounds."
RenÃ© De los Santos,Universidad AutÃ³noma de Baja California,NA,Revealing the Educational Experiences and Needs of Los Otros DREAMers,"Presentation of initial results from a CCCC research initiative study of ""Otros Dreamers"" literacy backgrounds."
Tatiana GalvÃ¡n de la Fuente,Universidad AutÃ³noma de Baja California,NA,Revealing the Educational Experiences and Needs of Los Otros DREAMers,"Presentation of initial results from a CCCC research initiative study of ""Otros Dreamers"" literacy backgrounds."
Saul GonzÃ¡lez Medina,Universidad AutÃ³noma de Baja California,NA,Revealing the Educational Experiences and Needs of Los Otros DREAMers,"Presentation of initial results from a CCCC research initiative study of ""Otros Dreamers"" literacy backgrounds."
Priscilla NuÃ±ez Tapia,Universidad AutÃ³noma de Baja California NA,NA,Revealing the Educational Experiences and Needs of Los Otros DREAMers,"Presentation of initial results from a CCCC research initiative study of ""Otros Dreamers"" literacy backgrounds."
Travis Grandy,University of Massachusetts Amherst,NA,Who Has the Right to Speak? Power and Discourse in the Classroom This session examines instances of silencing of marginalized voices as well as power struggles in classroom spaces.,NA
Jennifer Bay,Purdue University,Revisiting Contrapower Harassment in the Composition Classroom 20 Years Later: What Has,Who Has the Right to Speak? Power and Discourse in the Classroom This session examines instances of silencing of marginalized voices as well as power struggles in classroom spaces.,NA
Jill McKay Chrobak,Oakland University,The Struggle Is,Who Has the Right to Speak? Power and Discourse in the Classroom This session examines instances of silencing of marginalized voices as well as power struggles in classroom spaces.,NA
Whiteness Studies,Hip-Hop Pedagogies,NA,Who Has the Right to Speak? Power and Discourse in the Classroom This session examines instances of silencing of marginalized voices as well as power struggles in classroom spaces.,NA
