presenter_name,presenter_institution,presentation_title,session_title,session_description
Candace Epps-Robertson,Michigan State University,The Risks and Rewards of Complex Lives: Balancing Basic Writing with,"Council on Basic Writing Preconvention Workshop: Risky Relationships in Placement, Teaching and the Professional Organization (Sponsored by the Council of Basic Writing) ","Workshop examines risks and rewards of BW relationships in placement, student and instructor lives, and professional organizations."
Marisa Klages,LaGuardia Community College,NA,"Council on Basic Writing Preconvention Workshop: Risky Relationships in Placement, Teaching and the Professional Organization (Sponsored by the Council of Basic Writing) ","Workshop examines risks and rewards of BW relationships in placement, student and instructor lives, and professional organizations."
York,NY,The Risks and Rewards of Complex Lives: Balancing Basic Writing with Instructor and Student Lives,"Council on Basic Writing Preconvention Workshop: Risky Relationships in Placement, Teaching and the Professional Organization (Sponsored by the Council of Basic Writing) ","Workshop examines risks and rewards of BW relationships in placement, student and instructor lives, and professional organizations."
Mike Lueker,Our Lady of the Lake University,The 2014 Innovation Award for Teaching of Basic Writing,"Council on Basic Writing Preconvention Workshop: Risky Relationships in Placement, Teaching and the Professional Organization (Sponsored by the Council of Basic Writing) ","Workshop examines risks and rewards of BW relationships in placement, student and instructor lives, and professional organizations."
Candace Zepeda,Our Lady of the Lake University,The 2014 Innovation Award for Teaching of Basic Writing,"Council on Basic Writing Preconvention Workshop: Risky Relationships in Placement, Teaching and the Professional Organization (Sponsored by the Council of Basic Writing) ","Workshop examines risks and rewards of BW relationships in placement, student and instructor lives, and professional organizations."
William Lalicker,West Chester University,Best Practices in Placement and Pedagogy: Progressive Policy Statements by the BW Community,"Council on Basic Writing Preconvention Workshop: Risky Relationships in Placement, Teaching and the Professional Organization (Sponsored by the Council of Basic Writing) ","Workshop examines risks and rewards of BW relationships in placement, student and instructor lives, and professional organizations."
Asao Inoue,University of Washington Tacoma,Writing Placement that Risks the Academy: Rethinking Ways of Access and the Reward of,"Council on Basic Writing Preconvention Workshop: Risky Relationships in Placement, Teaching and the Professional Organization (Sponsored by the Council of Basic Writing) ","Workshop examines risks and rewards of BW relationships in placement, student and instructor lives, and professional organizations."
 Sara Webb-Sunderhaus,Indiana University-Purdue University Fort,NA,"Council on Basic Writing Preconvention Workshop: Risky Relationships in Placement, Teaching and the Professional Organization (Sponsored by the Council of Basic Writing) ","Workshop examines risks and rewards of BW relationships in placement, student and instructor lives, and professional organizations."
Wayne,"""Situated Placement: The Rewards of Developing Placement Processes""",Situated Placement: The Rewards of Developing Placement Processes,"Council on Basic Writing Preconvention Workshop: Risky Relationships in Placement, Teaching and the Professional Organization (Sponsored by the Council of Basic Writing) ","Workshop examines risks and rewards of BW relationships in placement, student and instructor lives, and professional organizations."
Michael Hill,Henry Ford Community College,"Risky Relationships in Placement, Teaching and the Professional Organization","Council on Basic Writing Preconvention Workshop: Risky Relationships in Placement, Teaching and the Professional Organization (Sponsored by the Council of Basic Writing) ","Workshop examines risks and rewards of BW relationships in placement, student and instructor lives, and professional organizations."
Sugie Goen-Salter,San Francisco State University,"Risky Relationships in Placement, Teaching and the Professional Organization","Council on Basic Writing Preconvention Workshop: Risky Relationships in Placement, Teaching and the Professional Organization (Sponsored by the Council of Basic Writing) ","Workshop examines risks and rewards of BW relationships in placement, student and instructor lives, and professional organizations."
Tampa CC,Room 3,NA,TYCA Presents: The Rewards of Playing with Placement and Pedagogy ,"Multimodal pedagogy, feedback and group work; plus a collaborative consideration of placement practices at the two-year college."
Leigh Jonaitis,Bergen Community College,NA,TYCA Presents: The Rewards of Playing with Placement and Pedagogy ,"Multimodal pedagogy, feedback and group work; plus a collaborative consideration of placement practices at the two-year college."
NY,"""Situated Placement: The Rewards of Developing Placement Processes""",Situated Placement: The Rewards of Developing Placement Processes,TYCA Presents: The Rewards of Playing with Placement and Pedagogy ,"Multimodal pedagogy, feedback and group work; plus a collaborative consideration of placement practices at the two-year college."
Shannon Hopkins,Yakima Valley Community College,Multi-Modal/ Group Projects in an Online Environment,TYCA Presents: The Rewards of Playing with Placement and Pedagogy ,"Multimodal pedagogy, feedback and group work; plus a collaborative consideration of placement practices at the two-year college."
Joy Clark,Yakima Valley Community College,Multimodal Projects for Developmental and FYC,TYCA Presents: The Rewards of Playing with Placement and Pedagogy ,"Multimodal pedagogy, feedback and group work; plus a collaborative consideration of placement practices at the two-year college."
Dodie Forrest,Yakima Valley Community College,Multimodal Projects for Developmental and FYC,TYCA Presents: The Rewards of Playing with Placement and Pedagogy ,"Multimodal pedagogy, feedback and group work; plus a collaborative consideration of placement practices at the two-year college."
Julie Swedin,Yakima Valley Community College,Multimodal Projects for Developmental and FYC,TYCA Presents: The Rewards of Playing with Placement and Pedagogy ,"Multimodal pedagogy, feedback and group work; plus a collaborative consideration of placement practices at the two-year college."
Carolyn Calhoon-Dillahunt,Yakima Valley Community College,Assessing Multimodal Work/Group Work AND Multimodal Feedback,TYCA Presents: The Rewards of Playing with Placement and Pedagogy ,"Multimodal pedagogy, feedback and group work; plus a collaborative consideration of placement practices at the two-year college."
Suzanne Labadie,Oakland Community College,The Rewards of Collaboration between CBW and TYCA,TYCA Presents: The Rewards of Playing with Placement and Pedagogy ,"Multimodal pedagogy, feedback and group work; plus a collaborative consideration of placement practices at the two-year college."
