presentation_title,speaker,institution,session_title,time,room,building,year,society
Serializing Violence: Harper's Weekly and the Civil War Draft Riots,Colleen Glenney Boggs,Dartmouth Coll.,The John Brown Event: Approaches to Nineteenth-Century Righteous Violence,12:00 noon–1:15 p.m.,Los Angeles–Miami,Chicago Marriott,2014,MLA
A Violent Ethics of Whiteness: W. E. B. Du Bois and the John Brown Model of Race Reform,Ryan Schneider,Purdue Univ.,The John Brown Event: Approaches to Nineteenth-Century Righteous Violence,12:00 noon–1:15 p.m.,Los Angeles–Miami,Chicago Marriott,2014,MLA
NA,Joyce Baker,National Language Service Corps,Using Your Language Proficiency and Cultural Expertise in a Federal Government Career,1:45–3:45 p.m.,Gold,Fairmont Chicago,2014,MLA
NA,Richard Donovan,Defense Language Inst.,Using Your Language Proficiency and Cultural Expertise in a Federal Government Career,1:45–3:45 p.m.,Gold,Fairmont Chicago,2014,MLA
NA,Julie Johnson,United States Dept. of State,Using Your Language Proficiency and Cultural Expertise in a Federal Government Career,1:45–3:45 p.m.,Gold,Fairmont Chicago,2014,MLA
NA,Patrice Shackleford,National Security Agency,Using Your Language Proficiency and Cultural Expertise in a Federal Government Career,1:45–3:45 p.m.,Gold,Fairmont Chicago,2014,MLA
The Politics of Glessner House,S. L. Wisenberg,Northwestern Univ.,Morris and Arts and Crafts in the Midwest,1:45–3:00 p.m.,Chicago A–B,Chicago Marriott,2014,MLA
Lights of the Prairie: The Influence of William Morris on the Stained Glass of the Midwest,Barbara J. Johnson,Aberdeen,Morris and Arts and Crafts in the Midwest,1:45–3:00 p.m.,Chicago A–B,Chicago Marriott,2014,MLA
From Arts and Crafts to Industrial Toxicology: Hull-House Environmental Imaginaries in the Progressive Era,Elizabeth Grennan Browning,Univ. of California,Morris and Arts and Crafts in the Midwest,1:45–3:00 p.m.,Chicago A–B,Chicago Marriott,2014,MLA
"Morris, the Arts, and the Chicago Morris Society, 1903–07",Florence S. Boos,Univ. of Iowa,Morris and Arts and Crafts in the Midwest,1:45–3:00 p.m.,Chicago A–B,Chicago Marriott,2014,MLA
Complexities and Excesses: The Post-postmodern Novel in a Culture in Crisis,Robert L. McLaughlin,Illinois State Univ.,Post-postmodernism and American Fiction,1:45–3:00 p.m.,Sheffield,Chicago Marriott,2014,MLA
Productive Postmodernism in the Twenty-First Century,Mary Holland,State Univ. of New York,Post-postmodernism and American Fiction,1:45–3:00 p.m.,Sheffield,Chicago Marriott,2014,MLA
Metafiction and YouTube: Interdisciplinary Cultural Production in Post-postmodernism,Paul Hansen,NA,Post-postmodernism and American Fiction,1:45–3:00 p.m.,Sheffield,Chicago Marriott,2014,MLA
Erotic Terror in Auschwitz: An American Tale,Phyllis Lassner,Northwestern Univ.,"Representing Evil: Nazis, Slaveholders, and the Politics of the Perpetrator",1:45–3:00 p.m.,McHenry,Chicago Marriott,2014,MLA
"Sexual (Re)Production, Social Death, and the Slavery Perpetrator",Danielle Christmas,Univ. of Illinois,"Representing Evil: Nazis, Slaveholders, and the Politics of the Perpetrator",1:45–3:00 p.m.,McHenry,Chicago Marriott,2014,MLA
NA,Rumyana Cholakova,Macao Polytechnic Inst.,Transpacific Memory: Life Writing across the Western Divide,1:45–3:00 p.m.,Parlor G,Sheraton Chicago,2014,MLA
NA,Charlotte Eubanks,Penn State Univ.,Transpacific Memory: Life Writing across the Western Divide,1:45–3:00 p.m.,Parlor G,Sheraton Chicago,2014,MLA
NA,Mary Goodwin,NA,Transpacific Memory: Life Writing across the Western Divide,1:45–3:00 p.m.,Parlor G,Sheraton Chicago,2014,MLA
NA,Rebecca Hogue,Georgetown Univ.,Transpacific Memory: Life Writing across the Western Divide,1:45–3:00 p.m.,Parlor G,Sheraton Chicago,2014,MLA
NA,Wen Jin,Fudan Univ.,Transpacific Memory: Life Writing across the Western Divide,1:45–3:00 p.m.,Parlor G,Sheraton Chicago,2014,MLA
"Hiding 'Inside the Whale,'"" Calum Mechie, Univ. of Oxford, Saint Catherine's Coll.",NA,NA,The Decade Modernism Forgot: The 1930s,1:45–3:00 p.m.,Chicago G,Chicago Marriott,2014,MLA
Joyce's Nightmare of History in George Orwell's The Clergyman's Daughter,Ruth S. Hoberman,Eastern Illinois Univ.,The Decade Modernism Forgot: The 1930s,1:45–3:00 p.m.,Chicago G,Chicago Marriott,2014,MLA
The Orphan Decade: Elizabeth Bowen's 1930s Novels,Anna Teekell,Lincoln Memorial Univ.,The Decade Modernism Forgot: The 1930s,1:45–3:00 p.m.,Chicago G,Chicago Marriott,2014,MLA
NA,Omar Barghouti,Independent Scholar,Academic Boycotts: A Conversation about Israel and Palestine,1:45–3:00 p.m.,Sheraton IV–V,Sheraton Chicago,2014,MLA
NA,Barbara Jane Harlow,Univ. of Texas,Academic Boycotts: A Conversation about Israel and Palestine,1:45–3:00 p.m.,Sheraton IV–V,Sheraton Chicago,2014,MLA
NA,David C. Lloyd,Univ. of California,Academic Boycotts: A Conversation about Israel and Palestine,1:45–3:00 p.m.,Sheraton IV–V,Sheraton Chicago,2014,MLA
NA,Richard M. Ohmann,Wesleyan Univ.,Academic Boycotts: A Conversation about Israel and Palestine,1:45–3:00 p.m.,Sheraton IV–V,Sheraton Chicago,2014,MLA
"Rhetoric, Reform, and Women's Education in Dickens's Letters to Angela Burdett-Coutts",Jayne A. Moneysmith,NA,Women's Education and the Rhetoric of Sexual Reformation,1:45–3:00 p.m.,Lincolnshire,Chicago Marriott,2014,MLA
"Social Hygeine:  Gender, Caste, and Venereal Disease",Andrea Adolph,Penn State Univ.,Women's Education and the Rhetoric of Sexual Reformation,1:45–3:00 p.m.,Lincolnshire,Chicago Marriott,2014,MLA
"'Be Good, Sweet Maid, and Let Who Can Be Clever':  Female Education and Public Discourse in An Education",Kristin C. Ross,Troy Univ.,Women's Education and the Rhetoric of Sexual Reformation,1:45–3:00 p.m.,Lincolnshire,Chicago Marriott,2014,MLA
The Wake of the Romantic Lyric,Charles Waite Mahoney,Univ. of Connecticut,Romanticism after the Critique of Lyric,1:45–3:00 p.m.,O'Hare,Chicago Marriott,2014,MLA
"R=O=M=A=N=T=I=C=I=S=M: What's Left of the Lyric?"" Brian McGrath, Clemson Univ.",NA,NA,Romanticism after the Critique of Lyric,1:45–3:00 p.m.,O'Hare,Chicago Marriott,2014,MLA
"Ballad Life: What's Lyrical about Lyrical Ballads?"" Daniel Stout",NA,NA,Romanticism after the Critique of Lyric,1:45–3:00 p.m.,O'Hare,Chicago Marriott,2014,MLA
Furnitura: Disclosing Shakespearean Affordances,Julia Reinhard Lupton,Univ. of California,"Literature and Affordances: Rhetoric, Perception, Design",1:45–3:00 p.m.,Chicago F,Chicago Marriott,2014,MLA
The Ecology of Perception in Eighteenth-Century England,Jonathan Kramnick,Johns Hopkins Univ.,"Literature and Affordances: Rhetoric, Perception, Design",1:45–3:00 p.m.,Chicago F,Chicago Marriott,2014,MLA
"Literature and the Hostile Environment: A Gibsonian Response to 'Cognitive Approaches,'"" Daniel M. Gross, Univ. of California, Irvine",NA,NA,"Literature and Affordances: Rhetoric, Perception, Design",1:45–3:00 p.m.,Chicago F,Chicago Marriott,2014,MLA
Generation Jones and Contemporary American Fiction,Jeffrey J. Williams,Carnegie Mellon Univ.,Generations of Contemporary American Fiction,1:45–3:00 p.m.,Northwestern–Ohio State,Chicago Marriott,2014,MLA
Solve for X: The Generational Equation in American Fiction,Samuel Cohen,Univ. of Missouri,Generations of Contemporary American Fiction,1:45–3:00 p.m.,Northwestern–Ohio State,Chicago Marriott,2014,MLA
Diminished Expectations: Generation Me and the Post-2008 Coming-of-Age Novel,Kathryn Knapp,NA,Generations of Contemporary American Fiction,1:45–3:00 p.m.,Northwestern–Ohio State,Chicago Marriott,2014,MLA
NA,Jonathan Arac,Univ. of Pittsburgh,"Leading Novelists, Eminent Novels: Exploring the Early American Novel and Its Cultural Influences",1:45–3:00 p.m.,Armitage,Chicago Marriott,2014,MLA
NA,Caroline Field Levander,Rice Univ.,"Leading Novelists, Eminent Novels: Exploring the Early American Novel and Its Cultural Influences",1:45–3:00 p.m.,Armitage,Chicago Marriott,2014,MLA
NA,James L. Machor,Kansas State Univ.,"Leading Novelists, Eminent Novels: Exploring the Early American Novel and Its Cultural Influences",1:45–3:00 p.m.,Armitage,Chicago Marriott,2014,MLA
NA,Leland S. Person,Univ. of Cincinnati,"Leading Novelists, Eminent Novels: Exploring the Early American Novel and Its Cultural Influences",1:45–3:00 p.m.,Armitage,Chicago Marriott,2014,MLA
NA,David S. Reynolds,Graduate Center,"Leading Novelists, Eminent Novels: Exploring the Early American Novel and Its Cultural Influences",1:45–3:00 p.m.,Armitage,Chicago Marriott,2014,MLA
Leyb Naydus Performing Pushkin,Sara Feldman,Univ. of Michigan,Yiddish Connections in Modern Poetry,1:45–3:00 p.m.,Ohio,Sheraton Chicago,2014,MLA
"Broken Pieces; or, Kaleidoscopic Modernism:  Berish Weinstein and Witnessing a Fractured World",Liati Mayk-Hai,Jewish Theological Seminary,Yiddish Connections in Modern Poetry,1:45–3:00 p.m.,Ohio,Sheraton Chicago,2014,MLA
'Double Exposures': Poetics of Resistance and Integration in the Works of Louis Zukofsky and Mikhl Likht,Ariel Resnikoff,Univ. of Oxford,Yiddish Connections in Modern Poetry,1:45–3:00 p.m.,Ohio,Sheraton Chicago,2014,MLA
'A kenigraykh far a zits!': The Subway in American Yiddish Poetry,Joshua Price,Columbia Univ.,Yiddish Connections in Modern Poetry,1:45–3:00 p.m.,Ohio,Sheraton Chicago,2014,MLA
"The Problem of China:  Asia and Enlightenment Anthropology (Buffon, de Pauw, Blumenbach, Herder)",Carl Hendrik Niekerk,Univ. of Illinois,Asia in Germany: Anthropologies,1:45–3:00 p.m.,Mayfair,Sheraton Chicago,2014,MLA
"Observing Natives Thinking: Georg Forster, Marshall Sahlins, and Reason's Other Scene",Joseph D. O'Neil,Univ. of Kentucky,Asia in Germany: Anthropologies,1:45–3:00 p.m.,Mayfair,Sheraton Chicago,2014,MLA
Eradicating the Orientalists: Goethe's China,John K. Noyes,Univ. of Toronto,Asia in Germany: Anthropologies,1:45–3:00 p.m.,Mayfair,Sheraton Chicago,2014,MLA
The Best-Laid Plans: A History of Procedure at the Variorum Chaucer,Daniel Joseph Ransom,Univ. of Oklahoma,Variorum Editing,1:45–3:00 p.m.,Cook,Chicago Marriott,2014,MLA
From Grierson to Bedier to Lachmann: Forty Years of Editing the Donne Variorum,Jeffrey Johnson,East Carolina Univ.; Gary A. Stringer,Variorum Editing,1:45–3:00 p.m.,Cook,Chicago Marriott,2014,MLA
Some Thoughts on the Milton Variorum,Edward Jones,Oklahoma State Univ.,Variorum Editing,1:45–3:00 p.m.,Cook,Chicago Marriott,2014,MLA
Wrætlic and Sellic: Affects of Wonder and Old English Aesthetic Categories,Emily V. Thornbury,Univ. of California,Wonder in Anglo-Saxon England,1:45–3:00 p.m.,Great America,Chicago Marriott,2014,MLA
Wundorlice hit hæleð: Wounds and Wonders in Old English Medical Texts,Jacqueline Ann Stodnick,Univ. of Texas,Wonder in Anglo-Saxon England,1:45–3:00 p.m.,Great America,Chicago Marriott,2014,MLA
Wonders Never Cease in the Old English Boethius,Nicole Guenther Discenza,Univ. of South Florida,Wonder in Anglo-Saxon England,1:45–3:00 p.m.,Great America,Chicago Marriott,2014,MLA
NA,Radiclani Clytus,Brown Univ.,Close Encounters: Millennial Poetics from the Neo Garde,1:45–3:00 p.m.,Addison,Chicago Marriott,2014,MLA
NA,Terrance Hayes,Carnegie Mellon Univ.,Close Encounters: Millennial Poetics from the Neo Garde,1:45–3:00 p.m.,Addison,Chicago Marriott,2014,MLA
NA,Evie Shockley,Rutgers Univ.,Close Encounters: Millennial Poetics from the Neo Garde,1:45–3:00 p.m.,Addison,Chicago Marriott,2014,MLA
The Contexts of Historicism,Andrea Marie Frisch,Univ. of Maryland,"Reevaluating ""Historical Context""",1:45–3:00 p.m.,DuPage,Chicago Marriott,2014,MLA
"Archival Seductions, Critical Intimacies",Ashley Barnes,Williams Coll.,"Reevaluating ""Historical Context""",1:45–3:00 p.m.,DuPage,Chicago Marriott,2014,MLA
Not Exactly outside History: Reframing Historicism through Contemporary Literature,Catherine Ozment,Indiana Univ.,"Reevaluating ""Historical Context""",1:45–3:00 p.m.,DuPage,Chicago Marriott,2014,MLA
"Bundling, Binding, Sketching, Assembling: Formal Invention in Chicana/o and Indigenous American Literature",Marcel Brousseau,Univ. of California,Critical Indigenous Studies,1:45–3:00 p.m.,Michigan–Michigan State,Chicago Marriott,2014,MLA
It's Complicated: Critical Indigenous Studies and the Problem of Differential History,Nicole M. Guidotti-Hernández,Univ. of Texas,Critical Indigenous Studies,1:45–3:00 p.m.,Michigan–Michigan State,Chicago Marriott,2014,MLA
Decolonizing Pocahontas and Jigonsaseh through Xicana Feminist Theoretical Intervention,Penelope M. Kelsey,Univ. of Colorado,Critical Indigenous Studies,1:45–3:00 p.m.,Michigan–Michigan State,Chicago Marriott,2014,MLA
Sortir des livres: The Ethnographic Impulse in Twentieth-Century French Literature,Vincent Debaene,Columbia Univ.,Literature and/as Ethnography,1:45–3:00 p.m.,Ontario,Sheraton Chicago,2014,MLA
"For a 'Relational Ethnopoetics,'"" Maxime Philippe, McGill Univ.",NA,NA,Literature and/as Ethnography,1:45–3:00 p.m.,Ontario,Sheraton Chicago,2014,MLA
Michel Leiris and Ethnographic Intertextuality,Justin Izzo,Brown Univ.,Literature and/as Ethnography,1:45–3:00 p.m.,Ontario,Sheraton Chicago,2014,MLA
Des non-lieux aux lieux imaginaires: Le geste autoréflexif chez Marc Augé et Didier Van Cauwelaert,Anna E. Navrotskaya,Penn State Univ.,Literature and/as Ethnography,1:45–3:00 p.m.,Ontario,Sheraton Chicago,2014,MLA
In and beyond Crisis: Ecocinema and Inspiration,Shilyh Warren,Univ. of Texas,The Poetics and Politics of Ecocinema,1:45–3:00 p.m.,Kane,Chicago Marriott,2014,MLA
'Sustenance Lying Dead': Unquenchable Thirst and Beasts of the Southern Wild,Diana Leong,Univ. of California,The Poetics and Politics of Ecocinema,1:45–3:00 p.m.,Kane,Chicago Marriott,2014,MLA
Beasts of the Southern Wild and Oscar Night: Climate Change and the Changing Same,Cynthia Franklin,Univ. of Hawai'i,The Poetics and Politics of Ecocinema,1:45–3:00 p.m.,Kane,Chicago Marriott,2014,MLA
"Reflexionar sobre la ausencia: El pasado-futuro en Accidentes, de María Luisa Puga",Amanda Petersen,Univ. of San Diego,"María Luisa Puga: Retrospection, Introspection, and the Vulnerable Act of Remembering",1:45–3:00 p.m.,Parlor E,Sheraton Chicago,2014,MLA
"Oficio de 'la pasmada': Dialogismo oral y escritural en Pánico o peligro, de María Luisa Puga",Alejandro Puga,NA,"María Luisa Puga: Retrospection, Introspection, and the Vulnerable Act of Remembering",1:45–3:00 p.m.,Parlor E,Sheraton Chicago,2014,MLA
"La (intra)historia oculta en La forma del silencio, de María Luisa Puga",Carmen Patricia Tovar,Oberlin Coll.,"María Luisa Puga: Retrospection, Introspection, and the Vulnerable Act of Remembering",1:45–3:00 p.m.,Parlor E,Sheraton Chicago,2014,MLA
Die Wiederkehr der Konservativen Revolution? Die Konservativismus-Debatten im deutschsprachigen Feuilleton,Maike Schmidt,Univ. of Kiel,"New Discourses about Conservatism in German Literature, Philosophy, and Popular Culture",1:45–3:00 p.m.,Parlor F,Sheraton Chicago,2014,MLA
Heideggerian Politics: Contemporary Readings of Heidegger and Hölderlin,Sidonie Kellerer,Univ. of Köln; Gaëtan Pégny,"New Discourses about Conservatism in German Literature, Philosophy, and Popular Culture",1:45–3:00 p.m.,Parlor F,Sheraton Chicago,2014,MLA
"Observations on the Nexus among Conservatism, National Identity, and Irony in Contemporary German Popular Culture",Arnim Alex Seelig,NA,"New Discourses about Conservatism in German Literature, Philosophy, and Popular Culture",1:45–3:00 p.m.,Parlor F,Sheraton Chicago,2014,MLA
NA,Natalia Cecire,Yale Univ.,"The Semipublic Intellectual? Academia, Criticism, and the Internet Age",1:45–3:00 p.m.,Chicago H,Chicago Marriott,2014,MLA
NA,Hua Hsu,Vassar Coll.,"The Semipublic Intellectual? Academia, Criticism, and the Internet Age",1:45–3:00 p.m.,Chicago H,Chicago Marriott,2014,MLA
NA,Evan Kindley,Claremont McKenna Coll.,"The Semipublic Intellectual? Academia, Criticism, and the Internet Age",1:45–3:00 p.m.,Chicago H,Chicago Marriott,2014,MLA
NA,Sharon Marcus,Columbia Univ.,"The Semipublic Intellectual? Academia, Criticism, and the Internet Age",1:45–3:00 p.m.,Chicago H,Chicago Marriott,2014,MLA
NA,Anne Helen Petersen,Whitman Coll.,"The Semipublic Intellectual? Academia, Criticism, and the Internet Age",1:45–3:00 p.m.,Chicago H,Chicago Marriott,2014,MLA
NA,Salamishah Tillet,Univ. of Pennsylvania,"The Semipublic Intellectual? Academia, Criticism, and the Internet Age",1:45–3:00 p.m.,Chicago H,Chicago Marriott,2014,MLA
"Ford Madox Ford's Parade's End: Vulnerable Memory, Vulnerable History?"" Seamus O'Malley, New York Univ.",NA,NA,Vulnerability of Body and Mind in Ford Madox Ford's Parade's End Series,1:45–3:00 p.m.,Chicago C,Chicago Marriott,2014,MLA
Physical and Mental Violence and Vulnerability in Ford's Parade's End,Max Saunders,King's Coll. London,Vulnerability of Body and Mind in Ford Madox Ford's Parade's End Series,1:45–3:00 p.m.,Chicago C,Chicago Marriott,2014,MLA
Feeling into Pain: Vulnerable Bodies in Ford's Parade's End,Meghan Marie Hammond,New York Univ.,Vulnerability of Body and Mind in Ford Madox Ford's Parade's End Series,1:45–3:00 p.m.,Chicago C,Chicago Marriott,2014,MLA
"Minding Theory of Mind: Autism, Embodiment, Narrative",Melanie Yergeau,Univ. of Michigan,Rhetoric and Representations of Autism and Aphasia,1:45–3:00 p.m.,Purdue-Wisconsin,Chicago Marriott,2014,MLA
Tropes of Difference: Life Writing on the Autism Spectrum,Sonya Loftis,Morehouse Coll.,Rhetoric and Representations of Autism and Aphasia,1:45–3:00 p.m.,Purdue-Wisconsin,Chicago Marriott,2014,MLA
Getting the Word Out:  Aphasia and the Problem of Invisibility,Carolyn McCue Goffman,DePaul Univ.,Rhetoric and Representations of Autism and Aphasia,1:45–3:00 p.m.,Purdue-Wisconsin,Chicago Marriott,2014,MLA
Chicago as Salvation,Nancy Bunge,Michigan State Univ.,Dreaming the Actual: Chicago Literary Voices,1:45–3:00 p.m.,Grace,Chicago Marriott,2014,MLA
'Walking round Downtown Chicago': The Utopian Possibilities of the Modernist Midwest in Dos Passos's U.S.A.,Katherine Ryan,Univ. of California,Dreaming the Actual: Chicago Literary Voices,1:45–3:00 p.m.,Grace,Chicago Marriott,2014,MLA
"American Babel:  Chicago, Globalization, and the Subject(s) in Joshua Ferris's Then We Came to the End",Sadek Kessous,Newcastle Univ.,Dreaming the Actual: Chicago Literary Voices,1:45–3:00 p.m.,Grace,Chicago Marriott,2014,MLA
Resisting Chicago in Peter Orner's Love and Shame and Love,Marilyn Judith Atlas,NA,Dreaming the Actual: Chicago Literary Voices,1:45–3:00 p.m.,Grace,Chicago Marriott,2014,MLA
