presenter_name,presenter_affiliation,presentation_title,session_title,session_description,year
Jenny Lara,Western Washington University,NA,Story-Driven Podcasting for Writing Class,The workshop invites participants to practice podcasting and imagine the ways podcast assignments may work for their writing classes. Participants should bring laptops or tablets.,2017
Maggie Nelson,Western Washington University,NA,Story-Driven Podcasting for Writing Class,The workshop invites participants to practice podcasting and imagine the ways podcast assignments may work for their writing classes. Participants should bring laptops or tablets.,2017
Dayna Patterson,Western Washington University,NA,Story-Driven Podcasting for Writing Class,The workshop invites participants to practice podcasting and imagine the ways podcast assignments may work for their writing classes. Participants should bring laptops or tablets.,2017
Nathan Smith,West Liberty,NA,Story-Driven Podcasting for Writing Class,The workshop invites participants to practice podcasting and imagine the ways podcast assignments may work for their writing classes. Participants should bring laptops or tablets.,2017
Margaret Starry,Western Washington University,NA,Story-Driven Podcasting for Writing Class,The workshop invites participants to practice podcasting and imagine the ways podcast assignments may work for their writing classes. Participants should bring laptops or tablets.,2017
Katie Weed,Western Washington University,NA,Story-Driven Podcasting for Writing Class,The workshop invites participants to practice podcasting and imagine the ways podcast assignments may work for their writing classes. Participants should bring laptops or tablets.,2017
Anthony Winkler,Western Washington University,NA,Story-Driven Podcasting for Writing Class,The workshop invites participants to practice podcasting and imagine the ways podcast assignments may work for their writing classes. Participants should bring laptops or tablets.,2017
Annie Del Principe,Kingsborough Community College,NA,Cultivating Consensus among Teachers: Collaborative Leadership Strategies in Writing Program Administration,"This workshop focuses on the challenge of fostering consensus among writing program faculty in a program staffed by peers. It is designed to be informative, interactive, collaborative, and practical. Participants will bring questions and expertise to the session and will leave with fresh ideas to take home to try in their own programs and institutions.",2017
New York,NY,NA,Cultivating Consensus among Teachers: Collaborative Leadership Strategies in Writing Program Administration,"This workshop focuses on the challenge of fostering consensus among writing program faculty in a program staffed by peers. It is designed to be informative, interactive, collaborative, and practical. Participants will bring questions and expertise to the session and will leave with fresh ideas to take home to try in their own programs and institutions.",2017
Aryn Bartley,Lane Community College,NA,Cultivating Consensus among Teachers: Collaborative Leadership Strategies in Writing Program Administration,"This workshop focuses on the challenge of fostering consensus among writing program faculty in a program staffed by peers. It is designed to be informative, interactive, collaborative, and practical. Participants will bring questions and expertise to the session and will leave with fresh ideas to take home to try in their own programs and institutions.",2017
Jacqueline Brady,Kingsborough Community College,NA,Cultivating Consensus among Teachers: Collaborative Leadership Strategies in Writing Program Administration,"This workshop focuses on the challenge of fostering consensus among writing program faculty in a program staffed by peers. It is designed to be informative, interactive, collaborative, and practical. Participants will bring questions and expertise to the session and will leave with fresh ideas to take home to try in their own programs and institutions.",2017
