presenter_name,presenter_institution,presentation_title,session_title,session_description
Valerie Seiling Jacobs,Columbia University,NA,Strategic Action in Teaching against Plagiarism: Using Plagiarism Pedagogically ,This workshop focuses on developing practical teaching strategies to help students learn how to engage with sources and avoid plagiarizing.
Carole Papper,Hofstra University,NA,Strategic Action in Teaching against Plagiarism: Using Plagiarism Pedagogically ,This workshop focuses on developing practical teaching strategies to help students learn how to engage with sources and avoid plagiarizing.
Scott Leonard,Youngstown State University NA,NA,Strategic Action in Teaching against Plagiarism: Using Plagiarism Pedagogically ,This workshop focuses on developing practical teaching strategies to help students learn how to engage with sources and avoid plagiarizing.
GRB Room 340B,Level Three,NA,Generating WAC/WID/WIC/WEC Action Plans: Strategies for Advancing Writing through Faculty Development ,Speakers provide heuristics for advancing writing vertically by designing WAC/WID/WIC/WEC faculty action plans across the disciplines.
Debra Frank Dew,Valparaiso University,NA,Generating WAC/WID/WIC/WEC Action Plans: Strategies for Advancing Writing through Faculty Development ,Speakers provide heuristics for advancing writing vertically by designing WAC/WID/WIC/WEC faculty action plans across the disciplines.
Cristyn Elder,University of New Mexico,Increasing Success for Multilingual Writers in a WAC/WIC/WID Program,Generating WAC/WID/WIC/WEC Action Plans: Strategies for Advancing Writing through Faculty Development ,Speakers provide heuristics for advancing writing vertically by designing WAC/WID/WIC/WEC faculty action plans across the disciplines.
Mike Michaud,Rhode Island College,New to Bean (but not to WAC),Generating WAC/WID/WIC/WEC Action Plans: Strategies for Advancing Writing through Faculty Development ,Speakers provide heuristics for advancing writing vertically by designing WAC/WID/WIC/WEC faculty action plans across the disciplines.
Christopher Basgier,University of North Dakota,Building a Writing-Enriched Program,Generating WAC/WID/WIC/WEC Action Plans: Strategies for Advancing Writing through Faculty Development ,Speakers provide heuristics for advancing writing vertically by designing WAC/WID/WIC/WEC faculty action plans across the disciplines.
Timothy Oleksiak,Bloomsburg University,Creating New Infrastructure for WID Initiatives,Generating WAC/WID/WIC/WEC Action Plans: Strategies for Advancing Writing through Faculty Development ,Speakers provide heuristics for advancing writing vertically by designing WAC/WID/WIC/WEC faculty action plans across the disciplines.
Debra Frank Dew,Valparaiso University,Interdisciplinary Thresholds: WIC as Site for Vertical Transfer as Strategic Action,Generating WAC/WID/WIC/WEC Action Plans: Strategies for Advancing Writing through Faculty Development ,Speakers provide heuristics for advancing writing vertically by designing WAC/WID/WIC/WEC faculty action plans across the disciplines.
Delys Snyder,Brigham Young University,Transferring Writing Knowledge from Professors to Teaching Assistants,Generating WAC/WID/WIC/WEC Action Plans: Strategies for Advancing Writing through Faculty Development ,Speakers provide heuristics for advancing writing vertically by designing WAC/WID/WIC/WEC faculty action plans across the disciplines.
William FitzGerald,Rutgers University at Camden,Establishing Common Ground for Writing in General Education,Generating WAC/WID/WIC/WEC Action Plans: Strategies for Advancing Writing through Faculty Development ,Speakers provide heuristics for advancing writing vertically by designing WAC/WID/WIC/WEC faculty action plans across the disciplines.
Joyce Malek,University of Cincinnati,From Novice to Expert: A WEC Model for the Health Sciences and Beyond,Generating WAC/WID/WIC/WEC Action Plans: Strategies for Advancing Writing through Faculty Development ,Speakers provide heuristics for advancing writing vertically by designing WAC/WID/WIC/WEC faculty action plans across the disciplines.
Hilton Room 332B,Level Three,NA,Undergraduate Students as Researchers: Maximizing the Mutual Benefits ,This workshop offers frameworks and strategies for successfully engaging undergraduate students as researchers and collaborators.
Crystal Bickford,Southern New Hampshire University,NA,Undergraduate Students as Researchers: Maximizing the Mutual Benefits ,This workshop offers frameworks and strategies for successfully engaging undergraduate students as researchers and collaborators.
Melody Bowdon,University of Central Florida,NA,Undergraduate Students as Researchers: Maximizing the Mutual Benefits ,This workshop offers frameworks and strategies for successfully engaging undergraduate students as researchers and collaborators.
Elizabeth Kleinfeld,Metropolitan State University of Denver,NA,Undergraduate Students as Researchers: Maximizing the Mutual Benefits ,This workshop offers frameworks and strategies for successfully engaging undergraduate students as researchers and collaborators.
Lilian Mina,Miami University,NA,Undergraduate Students as Researchers: Maximizing the Mutual Benefits ,This workshop offers frameworks and strategies for successfully engaging undergraduate students as researchers and collaborators.
Brett Morrison,University of Central Florida,NA,Undergraduate Students as Researchers: Maximizing the Mutual Benefits ,This workshop offers frameworks and strategies for successfully engaging undergraduate students as researchers and collaborators.
Melissa Pompos,University of Central Florida,NA,Undergraduate Students as Researchers: Maximizing the Mutual Benefits ,This workshop offers frameworks and strategies for successfully engaging undergraduate students as researchers and collaborators.
Michael Neal,Florida State University NA,NA,Undergraduate Students as Researchers: Maximizing the Mutual Benefits ,This workshop offers frameworks and strategies for successfully engaging undergraduate students as researchers and collaborators.
GRB Room 360AD,Level Three,NA,"Writing Democracy 2016 | Documenting Our Place in History: The Political Turn, Part II ","Writing Democracy 2016 revisits the idea of the ""political turn"" to develop writing strategies for action in classrooms and communities."
Shannon Carter,Texas A&M University-Commerce,NA,"Writing Democracy 2016 | Documenting Our Place in History: The Political Turn, Part II ","Writing Democracy 2016 revisits the idea of the ""political turn"" to develop writing strategies for action in classrooms and communities."
